start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/56 with read ROI [700:5700, 368:4368, 24368:28368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/969 with read ROI [700:5700, 368:4368, 68368:72368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1771 with read ROI [700:5700, 368:4368, 84368:88368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/365 with read ROI [700:5700, 4368:8368, 44368:48368] (5000, 4000, 4000) and write ROI [700:5700, 4368:8368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2025 with read ROI [700:5700, 4368:8368, 84368:88368] (5000, 4000, 4000) and write ROI [700:5700, 4368:8368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2926 with read ROI [700:5700, 4368:8368, 96368:100368] (5000, 4000, 4000) and write ROI [700:5700, 4368:8368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/168 with read ROI [700:5700, 8368:12368, 28368:32368] (5000, 4000, 4000) and write ROI [700:5700, 8368:12368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2303 with read ROI [700:5700, 8368:12368, 84368:88368] (5000, 4000, 4000) and write ROI [700:5700, 8368:12368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/292 with read ROI [700:5700, 12368:16368, 32368:36368] (5000, 4000, 4000) and write ROI [700:5700, 12368:16368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1777 with read ROI [700:5700, 12368:16368, 72368:76368] (5000, 4000, 4000) and write ROI [700:5700, 12368:16368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/175 with read ROI [700:5700, 16368:20368, 20368:24368] (5000, 4000, 4000) and write ROI [700:5700, 16368:20368, 20368:24368] (5000, 4000, 4000)
