start
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/286 with read ROI [700:5700, 368:4368, 44368:48368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 44368:48368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/817 with read ROI [700:5700, 4368:8368, 60368:63624] (5000, 4000, 3256) and write ROI [700:5700, 4368:8368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/41 with read ROI [700:5700, 12368:16368, 8368:12368] (5000, 4000, 4000) and write ROI [700:5700, 12368:16368, 8368:12368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1340 with read ROI [700:5700, 16368:20368, 60368:63624] (5000, 4000, 3256) and write ROI [700:5700, 16368:20368, 60368:63624] (5000, 4000, 3256)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/379 with read ROI [700:5700, 20368:24368, 28368:32368] (5000, 4000, 4000) and write ROI [700:5700, 20368:24368, 28368:32368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1161 with read ROI [700:5700, 24368:28368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 24368:28368, 48368:52368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/156 with read ROI [700:5700, 32368:36368, 368:4368] (5000, 4000, 4000) and write ROI [700:5700, 32368:36368, 368:4368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/725 with read ROI [700:5700, 36368:40368, 24368:28368] (5000, 4000, 4000) and write ROI [700:5700, 36368:40368, 24368:28368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2345 with read ROI [700:5700, 36368:40368, 56368:60368] (5000, 4000, 4000) and write ROI [700:5700, 36368:40368, 56368:60368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/1606 with read ROI [700:5700, 44368:48368, 36368:40368] (5000, 4000, 4000) and write ROI [700:5700, 44368:48368, 36368:40368] (5000, 4000, 4000)
upload_edges_apis_2L-6_setup_03_0_2_FBOK_600000_1/2678 with read ROI [700:5700, 48368:52368, 48368:52368] (5000, 4000, 4000) and write ROI [700:5700, 48368:52368, 48368:52368] (5000, 4000, 4000)
